name,category,ratings,reviews,tags,url,stars,desc,parent,flavor
Afghooey,Indica,143,81,"relaxed, euphoric, talkative, uplifted, dry-mouth, dry-mouth, dizzy, dry-eyes, paranoid, headache, earthy, sweet, woody, flowery, lemon, pain, stress, headaches, inflammation, insomnia, anxiety, addadhd, ptsd, pms, arthritis.",https://www.leafly.com/Indica/afghooey,4.155,"Also known as Afgoo, Afghooey buds are light, fluffy, and heavily laden with a crystal coating of trichomes. Working this marijuana in your hand can become a very sticky situation. Smoking Afghooey provides you with a best of both worlds indica & sativa high.",Afghani.,"Earthy, Sweet, Woody."
Afgoo,Indica,632,405,"relaxed, happy, sleepy, uplifted, euphoric, dry-mouth, dry-eyes, paranoid, dizzy, anxious, earthy, pine, woody, flowery, sweet, stress, insomnia, pain, depression, lack-of-appetite, anxiety, ptsd, gastrointestinal-disorder, migraines, arthritis.",https://www.leafly.com/Indica/afgoo,4.15,"Afgoo, also known as Afgooey, is a potent indica strain that is believed to descend from an Afghani indica and Maui Haze. Its sativa parent may lend Afgoo some uplifting, creative qualities, but this strain undoubtedly takes after its indica parent as it primarily delivers relaxing, sleepy effects alongside its earthy pine flavor. Growers hoping to cultivate Afgoo may have a better chance of success indoors, but this indica can also thrive in Mediterranean climates outdoors.",Afghani.,"Earthy, Pine, Woody."
Afgooey,Indica,218,150,"relaxed, happy, euphoric, sleepy, giggly, dry-mouth, dry-eyes, paranoid, anxious, headache, earthy, flowery, pine, woody, berry, depression, stress, pain, muscle-spasms, insomnia, anxiety, ptsd, addadhd, bipolar-disorder, multiple-sclerosis.",https://www.leafly.com/Indica/afgooey,4.245,"Afgooey, also known as Afgoo, is a potent indica strain that is believed to descend from an Afghani indica and Maui Haze. Its sativa parent may lend Afgoo some uplifting, creative qualities, but this strain undoubtedly takes after its indica parent as it primarily delivers relaxing, sleepy effects alongside its earthy pine flavor. Growers hoping to cultivate Afgoo may have a better chance of success indoors, but this indica can also thrive in Mediterranean climates outdoors.",Afghani.,"Earthy, Flowery, Pine."
Afkansastan,Indica,4,0,"aroused, anxious, dizzy, dry-eyes, dry-mouth, tobacco, cramps, depression, headaches, pain, seizures, addadhd.",https://www.leafly.com/Indica/afkansastan,2.75,"Afkansastan is a relaxing Afghan landrace strain that packs a punch. It grows stout plants with dense, dark green buds that exhibit hints of purple and brick red pistils throughout. The smell is earthy and sweet, but shows off berry and stone fruit after grinding and on the exhale. This indica-dominant strain offers traditional sedative effects that curb physical discomfort, insomnia, and ignite the appetite. Utilize this strain later in the day to harness the best it has to offer.",.,Tobacco.
Afpak,Hybrid,6,3,"relaxed, dizzy, hungry, euphoric, happy, earthy, chemical, pine, chestnut, sweet, depression, insomnia, pain, stress, cramps, hivaids.",https://www.leafly.com/Hybrid/afpak,4.165,"Afpak, named for its direct Afghani and Pakistani landrace heritage, is a beautiful indica-dominant hybrid with light green and deep bluish purple leaves. The taste and aroma are floral with a touch of lemon, making the inhale light and smooth. Its effects start in the stomach by activating the appetite. There is also a potent relaxation that starts in the head and face, and gradually sinks down into the body. Enjoy this strain if you’re suffering from stress, mild physical discomfort, or having difficulty eating.",Afghani.,"Earthy, Chemical, Pine."
African,Sativa,32,26,"creative, happy, euphoric, hungry, uplifted, headache, dry-mouth, spicyherbal, pungent, earthy, pepper, skunk, stress, depression, fatigue, lack-of-appetite, pain, ptsd, fibromyalgia, anxiety, arthritis, bipolar-disorder.",https://www.leafly.com/Sativa/african,3.94,"African refers to the indigenous varieties of cannabis (or landraces) that grow natively in this region of the world. Because of this region's latitude and climate, these native landrace strains tend to be sativa in structure and effect.",.,"Spicy/Herbal, Pungent, Earthy."
Afternoon Delight,Hybrid,16,9,"euphoric, creative, tingly, giggly, uplifted, headache, paranoid, earthy, pepper, pine, sage, woody, depression, pain, insomnia, nausea, cramps, alzheimers, anxiety, arthritis, bipolar-disorder, cachexia.",https://www.leafly.com/Hybrid/afternoon-delight,4.5,"Afternoon Delight, created by Colorado Seed Inc., is a difficult strain to track down. Noted for its small, dense nuggets and an aroma of pine and pungent terpenes, Afternoon Delight is described as an indica-dominant hybrid with a hazy aura that engulfs the mind and body. But indulge with caution, as this hybrid has also been known for its potency.",.,"Earthy, Pepper, Pine."
Afwreck,Hybrid,126,82,"euphoric, uplifted, happy, relaxed, sleepy, dry-mouth, dry-eyes, dizzy, headache, paranoid, earthy, spicyherbal, sweet, flowery, pungent, fatigue, stress, muscle-spasms, lack-of-appetite, headaches, anxiety, ptsd, bipolar-disorder, muscular-dystrophy, migraines.",https://www.leafly.com/Hybrid/afwreck,4.17,Afwreck is a hybrid cross of Afghani and Trainwreck.  Strong sativa effects with immediate head-concentrated high.,"Afghani, Trainwreck.","Earthy, Spicy/Herbal, Sweet."
Agent Orange,Hybrid,1007,685,"happy, uplifted, relaxed, euphoric, energetic, dry-mouth, dry-eyes, paranoid, dizzy, headache, orange, citrus, sweet, earthy, woody, stress, depression, pain, lack-of-appetite, fatigue, anxiety, addadhd, bipolar-disorder, ptsd, arthritis.",https://www.leafly.com/Hybrid/agent-orange,4.195,"Don’t let the name scare you! The only herbicidal warfare Agent Orange will wage is between the excellence of this strain's flavors and uplifting effects. A well-balanced hybrid that combines the smooth Orange Velvet with the bold Jack the Ripper, Agent Orange will capture your senses. Wonderful smells of oranges and fresh-cut citrus fruit will entice you immediately, while the pigments of deep maroon and purple will make this bud stand out in a sea of green. The effects are uplifting and motivating, serving as a great mood enhancer if you are feeling lethargic or depressed.","Orange Velvet, Jack the Ripper.","Orange, Citrus, Sweet."
Agent Tangie,Hybrid,17,10,"happy, uplifted, creative, euphoric, dry-mouth, dry-eyes, dry-mouth, orange, skunk, pepper, citrus, pungent, depression, stress, fatigue, cramps, eye-pressure, anxiety, ptsd, addadhd, arthritis, bipolar-disorder.",https://www.leafly.com/Hybrid/agent-tangie,4.645,"For those craving a cerebral buzz with a citrus kick, 3C Agent Tangie is perfect. The glittery colas are light green with a zesty, floral flavor. Its effects linger in the crown of the skull and disperse throughout the body in steady waves of invigoration. This strain may assist those suffering from perpetual procrastination, depression, and fatigue.",.,"Orange, Skunk, Pepper."
AK-47,Hybrid,2596,1504,"happy, relaxed, euphoric, uplifted, energetic, dry-mouth, dry-eyes, dizzy, paranoid, anxious, earthy, sweet, pungent, woody, skunk, stress, pain, depression, insomnia, eye-pressure, anxiety, addadhd, ptsd, migraines, bipolar-disorder.",https://www.leafly.com/Hybrid/ak-47,4.19,"Don't let its intense name fool you: AK-47 will leave you relaxed and mellow. This sativa-dominant hybrid delivers a steady and long-lasting cerebral buzz that keeps you mentally alert and engaged in creative or social activities. AK-47 mixes Colombian, Mexican, Thai, and Afghani varieties, bringing together a complex blend of flavors and effects. While AK-47’s scent is sour and earthy, its sweet floral notes can only be fully realized in the taste. 

Created in 1992 by Serious Seeds, AK-47 has won numerous Cannabis Cup awards around the world for its soaring THC content. For those hoping to fill their gardens with this resinous, skunky hybrid, growers recommend an indoor environment with either soil or hydroponic setups. AK-47 is easy to grow and has a short indoor flowering time of just 53 to 63 days, while outdoor plants typically finish toward the end of October.","South American, Mexican, Thai, Afghani.","Earthy, Sweet, Pungent."
AK-48,Hybrid,167,128,"uplifted, happy, relaxed, energetic, euphoric, paranoid, dry-eyes, dry-mouth, anxious, dizzy, earthy, sweet, citrus, skunk, pungent, stress, depression, lack-of-appetite, pain, insomnia, anxiety, migraines, ptsd, arthritis, glaucoma.",https://www.leafly.com/Hybrid/ak-48,4.01,"Although it is a hybrid, the AK-48 high leans more towards typical sativa effects.  AK-48's parents are Ice and Jock Horror.  Its Ice mother has ancestors of Afghani, Skunk, Northern Lights and Shiva stock.","Ice, Jock Horror.","Earthy, Sweet, Citrus."
Al's Dream,Hybrid,5,2,"energetic, talkative.",https://www.leafly.com/Hybrid/als-dream,3.2,"Al’s Dream is rapidly becoming a Colorado cannabis staple. This cross of Albert Walker and Blue Dream yields a unique connoisseur-grade flower with notes of celery seed and pungent earth that opens up with notes of citrus after combustion. Offering consumers a heady euphoria that lends itself to creative tasks, it also has medicinal benefits that curb the effects of depression, nausea, and stress. Al’s Dream is also known to have mild psychedelic effects when its THC content passes 20%.","Albert Walker, Blue Dream.",.
Alaska,Sativa,49,30,"relaxed, focused, happy, uplifted, energetic, dry-eyes, dizzy, paranoid, earthy, woody, flowery, spicyherbal, citrus, stress, depression, pain, lack-of-appetite, headaches, addadhd, crohns-disease, anxiety, migraines, arthritis.",https://www.leafly.com/Sativa/alaska,4.55,"Alaska, developed by Tikun Olam, is an Israeli strain comprised of 70% sativa genetics. With uplifting effects intended for daytime consumption, Alaska has been found to successfully treat an array of medical symptoms including inflammation, pain, nausea, insomnia, and gastrointestinal disorders.",.,"Earthy, Woody, Flowery."
Alaska Thunder Grape,Hybrid,5,3,"creative, euphoric, focused, relaxed, tingly, grape, pepper, skunk, strawberry, eye-pressure, pain, stress, addadhd, anxiety.",https://www.leafly.com/Hybrid/alaska-thunder-grape,4.2,"From Sonoma County comes Alaska Thunder Grape, a hybrid strain that balances genetics from Matanuska Thunder Fuck and Grape Ape. With floral flavors of lavender and hibiscus, Alaska Thunder Grape delivers heavy euphoric effects that promote rest and relaxation.",.,"Grape, Pepper, Skunk."
Alaskan Ice,Sativa,67,46,"uplifted, energetic, euphoric, happy, focused, dry-mouth, paranoid, dry-eyes, dizzy, earthy, woody, nutty, pungent, sweet, depression, stress, fatigue, headaches, pain, anxiety, bipolar-disorder, ptsd, arthritis, addadhd.",https://www.leafly.com/Sativa/alaskan-ice,4.345,"Alaskan Ice by Green House Seeds is a powerful sativa that crosses a euphoric White Widow hybrid with the energizing buzz of Haze. Frostlike resin blankets the buds in a promise of soaring psychoactivity, anchored only by its moderate CBD content. The intensity of this 70% sativa strain is recommended for evening consumption and unproductive weekends. Alaskan Ice is a slight variant of Moby Dick, but poses a greater challenge to growers; cultivators with the expertise to raise Alaskan Ice will be rewarded with a highly potent harvest of sour, spicy buds following a 9 week flowering period. The high resin content of Alaskan Ice has made this strain a favorite among hash producers and patients with severe symptoms.","White Widow, Haze.","Earthy, Woody, Nutty."
Alaskan Thunder Fuck,Sativa,1755,1130,"happy, euphoric, uplifted, energetic, relaxed, dry-mouth, dry-eyes, paranoid, anxious, dizzy, earthy, woody, citrus, pine, pungent, depression, stress, pain, fatigue, lack-of-appetite, anxiety, addadhd, ptsd, migraines, bipolar-disorder.",https://www.leafly.com/Sativa/alaskan-thunder-fuck,4.425,"Alaskan Thunder Fuck (also referred to as ATF, Matanuska Thunder Fuck or Matanuska Tundra) is a legendary sativa-dominant strain originating in the Matanuska Valley area of Alaska.  According to the legend, it was originally a Northern California sativa crossed with a Russian ruderalis, but sometime in the late 70s it was crossed with Afghani genetics to make it heartier.  ATF usually presents large, beautifully frosted buds with incredibly strong odors of pine, lemon, menthol, and skunk.  Known for possessing a relaxing yet intensely euphoric high, it is also described as having a “creeper” effect as well as pronounced appetite enhancement.",North American Sativa.,"Earthy, Woody, Citrus."
Albert Walker,Hybrid,68,53,"happy, relaxed, euphoric, hungry, focused, dry-eyes, dry-mouth, headache, dizzy, paranoid, earthy, pine, flowery, pungent, skunk, pain, fatigue, headaches, depression, spasticity, anxiety, ptsd, addadhd, anorexia, spinal-cord-injury.",https://www.leafly.com/Hybrid/albert-walker,4.735,"Albert Walker is an indica-dominant hybrid with unknown origins, but is thought to have descended from Afghan Skunk and bred in the Pacific Northwest. Evidence of its lineage is found in its sour lemon and skunky smell and heavy full-body effects that can last for several hours. Albert Walker’s euphoric and relaxing qualities make it a go-to strain for patients treating depression and anxiety, and may also have benefits for chronic pain and appetite loss. This clone-only strain may come as a challenge for some growers as the plants tend to require frequent attention and maintenance. However, the high yields following its 8-week flowering cycle could be considered a satisfactory reward.",Afghan Skunk.,"Earthy, Pine, Flowery."
